Iteration,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
2,10.0,10.0,10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0
3,-10.0,10.0,-10.0,10.0,-10.0,-10.0,10.0,10.0,1.4657404641330452,10.0
4,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,7.640481600804947,-5.606722706262687,10.0
5,-10.0,9.567365875984637,-10.0,10.0,-10.0,10.0,-10.0,-6.508184381701755,-6.616669174172386,10.0
6,10.0,-10.0,-10.0,10.0,8.21925905978734,-6.627270607164838,-0.840316965208241,-10.0,3.98710919463467,10.0
7,10.0,-4.8444952475715155,-10.0,10.0,10.0,-4.41130746809398,-10.0,-8.12728062545872,-5.0386124102141805,10.0
8,10.0,6.209334760087505,3.9276510764911206,10.0,7.067068424366848,7.0099947586566245,5.501734292886847,-10.0,-10.0,6.677032348292287
9,10.0,8.47873378012654,-7.058850774938647,10.0,6.132405521422588,3.050576385277531,9.312083064063273,-10.0,-2.9362364050128416,4.14844948497387
10,6.518063358834302,4.078662699329881,-7.829645392940805,-2.0076742029654517,5.9072836170136656,-2.507245891082662,3.225589594658003,-10.0,5.62836993093044,10.0
11,1.4240120775039586,-3.370177538748907,8.990420358901288,4.707949253138171,1.4114048849115224,-2.3953884742238456,-10.0,-10.0,-1.3598887596096183,4.602174717403031
12,-1.4141292033125585,3.3816140004210964,10.0,1.131327256733885,3.64552616403246,0.31979184292089446,3.3271979278928376,-10.0,3.351880284864741,2.2862070841679234
13,1.5332013104815625,0.7666798787646611,-0.0002277547364512164,0.4587074517574727,2.032172868469649,1.5277248978637423,1.6534004061268979,-2.720823008833013,-0.1764462844848075,0.45442335013760576
14,0.3255149389334143,0.11355771812337372,1.2606740862948231,0.34572778242384256,0.5569432088210442,0.38819915447112535,0.1411350657212964,-1.134040961802953,-0.4310081736898128,-0.3615401022542394
15,0.5561786298160639,0.8138755251635457,-0.046064964620000995,-0.2151001542194415,0.49850545210776354,0.7142227941554639,1.5544664314724481,-0.4413615733541789,-0.17157939241752887,-0.5810431375468555
16,0.5470372174291598,-0.0020774375433789084,-0.1321597004428405,0.2860360127351246,0.33192258315025824,0.4817844379574182,0.566731400887626,-0.00507695152688476,0.04200402839367534,-0.05505494363209557
17,0.6157340092816433,0.12019956683577135,-0.2875484615917601,0.2387009110758834,0.39466447652707726,0.5318140714954022,0.8069177277173852,0.0553450899624456,0.0735654295396768,-0.06170909369571009
