Iteration,x1,x2,x3,x4,x5
1,-0.5,-0.5,-0.5,-0.5,-0.5
2,1.0,1.0,1.0,1.0,1.0
3,1.0,1.0,0.25,-0.5,-0.5
4,-0.5,0.4375,1.0,-0.5,0.8125
5,0.24999999999999994,-0.31249999999999994,1.0,0.8125,-0.5
6,-0.35714285714285715,1.0,-0.4107142857142857,0.8431122448979593,0.17474489795918366
7,0.7747307459656749,-0.2510181929094302,-0.17242510611248937,0.1027137225638065,0.7959988304924379
8,0.007032400289061822,0.30492881110996706,0.2510775772019421,-0.02202557569739316,-0.08510923902362462
9,-0.5,-0.5,-0.5,0.7601462930218797,0.43804005886008984
10,0.39487301827451743,-0.5,-0.5,0.3143545780388833,-0.2785403605760064
11,-0.15005746709787687,-0.5,-0.1871124371528077,-0.20584341083073027,0.42028434431781003
12,-0.39183845440428333,-0.014460602158954216,-0.5,0.21277597571380547,-0.14208147701207702
13,0.3615568383157089,0.13122483321407868,-0.5,-0.10580940247129655,0.20825042712578087
14,0.11201038506011947,-0.1616826895579269,-0.04909361707555566,0.5334535574714677,0.2876334778559226
15,0.07681554802260544,-0.22256684331155271,-0.1410533408795205,0.004478067864488488,-0.09240127157892249
16,-0.2279734337162104,0.1742446345029359,-0.17887005314175422,0.03018491140973147,0.42141649253340857
17,-0.5,-0.30111236539564384,0.42742329751413327,0.18432315020202378,0.16150794414467623
18,0.07634087757051664,-0.16138123943387456,0.3236694076535415,-0.022090873240764964,0.39816394383926795
19,-0.3682979431359837,-0.09019564662414864,0.13154571793587255,-0.3639986559746133,0.08240142756645229
20,-0.22352026410040135,-0.04315454521576268,0.12522949849855985,0.10465796991296775,0.10804018923025077
21,0.07231672963106762,0.07571007672734148,-0.008743935858867811,-0.2653157549897214,0.2003792147464195
22,0.14534965621145957,0.197097790862026,-0.12525432475944528,0.2117296112550182,0.11751369251467766
23,-0.1855961499218136,0.202776228069857,-0.20712337113450405,-0.08260116410487496,-0.12758184986029505
24,0.017733811207272156,0.07493809513755911,0.0038990169613497615,-0.011714220384689368,-0.024260339521137687
25,0.06527095383487976,-0.14395030141196344,-0.0862212073591711,0.0744200184719351,0.31956536358483917
26,0.002241331582256378,-0.22504528183855155,0.1272216751773287,-0.1300446427802683,0.11634621475963483
27,-0.2116565381552694,-0.1101427766861688,-0.2034438920544797,-0.13050764275398327,0.1325147084466608
28,-0.06680828506596105,-0.13695603453023544,-0.05366385576264873,0.029531453707349255,0.09458439010205937
29,0.185764691421865,-0.2007347845321519,0.291025019521088,0.3189252938735048,-0.07243084076588518
30,-0.05016651475062264,-0.18550815433783557,0.18661504735304327,0.07551637028657884,-0.1792109902870006
31,0.17767246183715352,-0.14518962559639179,0.10833051291714844,0.0891964365628851,0.01208666401818813
32,0.0220838160055608,-0.14045753018200327,0.05675894193098514,-0.049961766397277924,-0.06684002423836317
33,-0.032458283215497694,-0.05966121946384443,0.08628338667712618,0.16613000190132693,-0.022279177834446735
34,0.027173944156724895,-0.04753681078241049,0.12701657405397798,0.005680595173222895,0.11717242262027652
35,0.06754939851823612,-0.07008513559317636,-0.0035786376869046243,0.061555471984473406,0.023045702338287757
36,-0.0784773616570804,-0.046418909328793355,0.055887767219011696,0.010877765231117048,0.007753642415011054
37,-0.03374192503963436,-0.0662642180527959,-0.11659750424452964,-0.029152626264967757,-0.06545737926770062
38,0.022991837023799085,-0.053796159203189295,-0.026949209871654275,-0.12347870014701375,0.07328882820656858
39,-0.024061987288252703,-0.015112837310439024,-0.06168543223923376,-0.003678123775184502,0.05038472127100252
40,0.007661677219560271,-0.04427268202789582,-0.005632873587104222,-0.012828281256941963,-0.04938302049230603
41,0.021511096181698712,-0.006800549187467523,0.044770959563012344,-0.005186713994244589,0.04704060369546842
42,-0.02181844907131501,0.011045765701347025,-0.001792328302832519,0.08961110215476888,-0.006808205585905856
43,-0.037661785414823304,0.011473600996082136,0.00391504474098369,0.0027932882077930346,-0.0008020033412821922
44,0.04770508087953422,0.005394303321255634,-0.031686812230620504,0.01945580420929224,0.006588976629603141
45,0.021606549674883353,0.006750144443142185,-0.01388611965365411,-0.07678341501693893,0.00813256684407955
46,0.025771938897022856,0.008025094652074807,0.018269130548264817,-0.018981593542698603,-0.01435059239322196
47,0.004329274891910614,-0.039960274558670184,-0.009434684166119223,-0.0012638679479041474,0.02045488041299145
48,0.007322976144975357,-0.01257707302283232,0.002424786589412098,0.03807216530186418,-0.02315372958210726
49,0.010310104652817995,0.009637289638831424,0.005293893038343658,0.016781886073765934,0.02243441440106738
50,0.002575577928710179,-0.000841876755571567,-0.02877145743624073,-0.004444315912237872,-0.013087460812186286
51,-0.0039022867756793532,-0.014066922067432064,0.011056742733636212,0.0007968025147660653,-0.006277582874639036
52,-0.005248934613031404,0.013827122769651489,-0.003475417313100274,-0.03367320561162946,0.020320670197529745
53,-0.0012548395974449737,0.023430918979037,0.000871735796060638,-0.005213851145840581,-0.004557056790132398
54,-0.01296920204993888,-0.000754051121289429,-0.013104451150155365,-0.0020692035784488044,0.016652357212580092
55,0.019394941451565135,-0.0017196673563706823,-0.0055509633391511,-0.009393783016911832,0.0070233135732655815
56,0.003290380816270688,0.002753535459072795,-0.008152910992353404,0.013288659167966661,-0.001848406197792207
57,-0.0001588694025887417,0.004180631409861362,0.007438542360463635,-0.0022272325360315126,0.010448472138345188
58,0.0007450223323583319,0.00038704049260392164,-0.005057042146142275,-0.009920376880220556,-0.009109486220033375
59,0.0018282182696800428,-0.012950394133861912,-0.006647976897615964,-0.0005813838903954665,0.0065430880619345684
60,-0.013566233615809536,-0.0016256132561538281,-0.0019374201386862032,0.002854804991903443,-0.0007262167507442011
61,0.0019316371028826533,-0.0028682871807656253,0.0020647728459071814,0.0022405953488284216,-0.0020843310772408557
62,-0.002075406822283879,0.008145269906690976,-0.0097847667139111,-0.0022139974681941255,0.004917109560971771
63,-0.005311661129211588,-0.003121717905513946,-0.0019116906614338766,-0.009436359913798716,0.004763776008633902
64,-0.006136194352021604,0.008810961813565258,0.0032742318579719702,-0.004456552076450599,-0.002533490725996393
65,-0.004823008236554573,0.0025396674888552673,-0.0006002850859372306,0.0003634490896823166,0.004592350347680915
66,0.006717947498843873,0.00445083233048332,-0.0007980975301279167,-0.007961834678388197,0.0025594341368704644
67,0.0008310299554968317,0.005291687504977189,-0.004016879156400411,-0.0017156695077396272,-0.0036059971777683895
