Iteration,x1,x2
1,-10.0,-10.0
2,-7.358008991923204,-8.577941090426467
3,-5.489839234278219,-7.5723935922202745
4,-3.9644850145685098,-6.751367497974489
5,-2.6434895105301117,-6.040338043187723
6,-3.438573164491831,-4.243355817939532
7,-2.359984852023581,-3.6628026991672322
8,-1.3614061129607178,-3.1253149528221957
9,-1.9899749321827656,-1.704675766166692
10,-1.1093112628238335,-1.230656129642181
11,-0.27384034850313466,-0.780961617523402
12,-0.10619193745486413,-0.4640768998376664
13,0.05431919585502726,-0.16068288109162887
14,0.20853330450747803,0.13080866349222509
15,0.357137737963047,0.4116969441980769
16,0.22335229620933275,0.2664164815613741
17,0.3405037667512514,0.19535171480709695
18,0.21483422662165147,0.058884482722309284
19,0.3458910181700122,0.3066046617023714
20,0.22701953374503664,0.17751958319761238
21,0.3318029944633543,0.11395732349052007
22,0.45313800629052814,0.34330164430951543
23,0.3277281890909949,0.20711645089009245
24,0.4254392700348862,0.14784433809060932
25,0.3196725916065041,0.032990047726866215
26,0.4308779668357813,0.2431875897991228
27,0.3292606291307823,0.13283915696388526
28,0.43626805133737656,0.3351018361279103
29,0.30944718735278076,0.19738435693023867
30,0.3964651151136628,0.14459877335060345
31,0.30186452202557357,0.04186997304627202
32,0.4017298970508494,0.23063293819213884
33,0.31013326665797086,0.1311662050035031
34,0.4069251219059029,0.31411968206144114
35,0.30402464033454224,0.20237785595343144
36,0.3832334913555062,0.15432930396649788
37,0.2968753600426499,0.060551168579621395
38,0.38828561539567713,0.23333248383339245
39,0.30423078266906584,0.1420555494726795
40,0.3792677774427798,0.09653766986887338
41,0.46718334588732613,0.2627134177482234
42,0.3622477069942407,0.1487615709282222
43,0.282295613246001,0.06193988826786037
44,0.36708891692482915,0.2222140115350936
45,0.28897504806274205,0.13738849645761553
46,0.3588306885416205,0.09501365665288732
47,0.44081237883534036,0.24997334056331133
48,0.3543262743290438,0.15605623635812105
49,0.2795379387887578,0.07484198879354956
50,0.35897034966681296,0.2249830902737328
51,0.28569304535251017,0.1454097037228242
52,0.3513109937582873,0.10560547269798015
53,0.42841804808451267,0.25135124498990713
54,0.34693281979353874,0.16286469885312332
55,0.276421700841284,0.08629517194396127
56,0.35139634952603593,0.2280103258991882
57,0.28215580525430534,0.15282054311600396
58,0.34422417061851474,0.11516950991067584
59,0.41723407629943143,0.25317095713762316
60,0.339974160750661,0.16927276816381173
61,0.4004709200030023,0.13257508041162108
62,0.33412876586220164,0.060532721246458865
63,0.40474424974831186,0.19400829393798122
64,0.3394636385648611,0.12311868689540376
65,0.4089669980831594,0.2544921506905641
66,0.3348423098134038,0.17399857184170925
67,0.39252370653110835,0.13900869945817929
68,0.32922175702226536,0.07026776330026889
69,0.3966499199938471,0.19771874391925798
70,0.3342721361399006,0.12998137894320666
71,0.4007300591327998,0.2555984368914721
72,0.3298338575342029,0.17861074052918716
73,0.3850595903649807,0.1451104882122607
74,0.324414861813556,0.07925508492669625
75,0.38905167324367546,0.20142992460496845
76,0.3292210048114467,0.13645852655331128
77,0.38297378598822623,0.1038517753187657
78,0.4463389293209201,0.2236229406435325
79,0.3704005595534826,0.14115984640043977
80,0.31210426634147737,0.07785465910333335
81,0.37426996096048615,0.19535865729756777
82,0.31669787341858197,0.13283990037298343
83,0.3781007698900571,0.24890207711408868
84,0.3208786889387855,0.18676339980613865
85,0.3720077824181885,0.15574819286367614
86,0.3158066555320039,0.09471819133511103
87,0.37576457556251347,0.20804911074610027
88,0.3202131945231046,0.14772468208090864
89,0.3701667494064051,0.11742256372159612
90,0.42910548040057794,0.22882703821116593
91,0.35273485913829744,0.1458945528570299
92,0.2984181073885529,0.08691083445175923
93,0.3563879165283776,0.19648387775534398
94,0.30265839015720625,0.13813783990449546
95,0.3509913964561647,0.10881875578818066
96,0.40803855026653724,0.21664781970200248
97,0.3474040744390763,0.15080355006791174
98,0.39498379298087677,0.12194141470788358
99,0.34264286132780336,0.06510328145723458
100,0.3985256650105602,0.1707315206858131
101,0.3467107862228464,0.1144646394536872
102,0.4020375282750402,0.21904182527999927
103,0.3429638459200305,0.15489245454361888
104,0.38913695548201216,0.12688357641205658
105,0.33832828662951264,0.07170935999443781
106,0.392590953528773,0.1742752583153966
107,0.3422638943025113,0.11962403205569742
108,0.39601704130858983,0.22122684897017814
109,0.3386172214528016,0.15889516119757485
110,0.383501524587746,0.13166808057743212
111,0.3340979760973659,0.07801971430907514
112,0.3868737116321286,0.17777505318177744
113,0.3379132532445405,0.12460784789984433
114,0.39021986182184526,0.2234764550549998
115,0.33435925161154423,0.1628162278423797
116,0.37805697544064926,0.13630893316444376
117,0.32994806824521195,0.0840664454716056
118,0.3813527711293622,0.18123029366622356
119,0.33365330888791467,0.12943243097562893
120,0.384624209054983,0.22577631642395984
121,0.33018528965095073,0.16665993355907746
122,0.3727858243934666,0.14081820019388577
123,0.32587483732198325,0.08987655949552276
124,0.3760100923500018,0.18464092997966466
125,0.3294789575792615,0.13411177899066146
126,0.37139234186658854,0.10868687510782453
127,0.42092715301844486,0.20231630200977513
128,0.3615198554967043,0.13780465145333404
129,0.31572154030026506,0.08807128485901616
130,0.3646769770047142,0.18060559307148455
131,0.3192323220445281,0.13125627366545234
132,0.3678126157746943,0.22308149626980722
133,0.32243102410138574,0.17380065863109478
134,0.3630643073219093,0.1491522715372788
135,0.318303069561878,0.10054508943490884
136,0.36615824359207105,0.19099970941930688
137,0.3217273515849535,0.14275125681085102
138,0.36176305397306063,0.11846536574270215
139,0.40909520493276036,0.20793138096192476
140,0.3523193079840328,0.14627722437208113
141,0.30852774271835415,0.09872303029844581
142,0.3553536529094836,0.18723216222825145
143,0.3118715725484317,0.14001404440875756
144,0.3510583650289359,0.11624310705224483
145,0.39739393804113476,0.2038254162490184
146,0.3480335308884788,0.15022389807878905
147,0.3868156296400463,0.12669845030359164
148,0.34407943790274004,0.08029030883812223
149,0.3897845655792536,0.16668096646500774
150,0.3473361629185336,0.12058534129159648
151,0.39273556724627845,0.20639812850230116
152,0.34423078887940584,0.15372575586700016
153,0.38223974495714325,0.13066930095659016
154,0.3403498982472766,0.08518022359499426
155,0.38515582078868205,0.16987122678675193
156,0.34353710862165027,0.12467658020404715
157,0.3880548871933156,0.20882294107004107
158,0.34048967418168474,0.15717086247942566
159,0.3777699564782935,0.1345564253435799
160,0.33667808469190363,0.08993388595902796
161,0.38063586891417683,0.17302175989870294
162,0.339800023743562,0.12867724527304497
163,0.3834856209263489,0.211250638266399
164,0.3368074104274428,0.16056177460948162
165,0.37339938215807006,0.138364870685978
166,0.3330615537299776,0.09456116305550617
167,0.37621760895276435,0.17613362944628663
168,0.3361220519558912,0.1325930095266286
169,0.37902045678506346,0.21367847176549598
170,0.33318141062935436,0.16390087455438757
171,0.3691218411484086,0.1420991993379335
172,0.3294980130067501,0.09907083983634715
173,0.3718946648461641,0.17920790146996377
174,0.33250054199156903,0.13642898383542382
175,0.36802546223965704,0.11487935957790038
176,0.4100571432839842,0.1943265627950757
177,0.3596191981457728,0.13955492316022322
178,0.3206727503135397,0.09726214537398886
179,0.36234872667404905,0.17603700474008743
180,0.3236204679414239,0.13398116314749126
181,0.36506426435409645,0.21231716194364753
182,0.3263077668470023,0.17023065526398828
183,0.36104314584101843,0.1491599713458729
184,0.3227404852892075,0.10756629588881078
185,0.3637313304360674,0.1850461378440228
186,0.325636273909322,0.14367790402254818
187,0.3599961242602848,0.12283501797418793
188,0.4006568364202252,0.19969085104255974
189,0.3518299591154398,0.14666870430552273
190,0.31414018067581123,0.10574057059674383
191,0.3544786099825176,0.18198723289920488
192,0.316986679515423,0.1412739465206338
193,0.3508053960420916,0.12075931541289386
194,0.39082908637106784,0.1964110661890297
195,0.3481462913507244,0.15006090935658128
196,0.38170385557898856,0.12970469475942895
197,0.3446932278734787,0.08951406530791045
198,0.38430850251290155,0.16439383924469947
199,0.3474852715948359,0.12440670795874849
200,0.386900971792803,0.1989092514157343
201,0.34477584380557175,0.15316467710038006
202,0.37782875426082374,0.13311458843152277
203,0.34137193276529065,0.09352534894696804
204,0.3803973688936722,0.1672902252901397
205,0.3441196974822917,0.12789552870028206
206,0.3829542990385672,0.2012996944400643
207,0.34144904264053,0.15622825189505055
208,0.37401940295516045,0.1364708809618895
209,0.33809224866649634,0.09745681838633713
210,0.3765534319193689,0.17015515844657594
211,0.34079776860646893,0.13132732157667917
212,0.3790762373663659,0.20368029939839974
213,0.3381642707617686,0.1592531228851658
214,0.3702726167437747,0.13977601254654276
215,0.3348526947940048,0.10131276437869335
216,0.3727734130065333,0.17298953131063619
217,0.337517853530406,0.13470476785605517
218,0.36932889361050436,0.11540800501521437
219,0.4069877855510351,0.18658987465725185
220,0.3617840678532497,0.13750219415967743
221,0.3268504837010235,0.09956707057174258
222,0.3642528989324666,0.17026415453019372
223,0.3294770292839118,0.13250029648324407
224,0.3667113429219347,0.20287963913033763
225,0.33187233706826896,0.1650472201326044
226,0.3631127292127806,0.14609661566479715
227,0.32864598453910054,0.10866844301659995
228,0.3655507844965472,0.17842494737378622
229,0.3312355427306822,0.14116129496224292
230,0.3622018910525887,0.1223769270789514
231,0.39886521753400717,0.19167700447806907
232,0.3541940286592845,0.14316760837951287
233,0.3201758941459165,0.10622659106585225
234,0.3566024259444794,0.17507908524150245
235,0.32272998004281306,0.13829627429642327
236,0.3532984572564078,0.1197532573528993
237,0.38949272399719154,0.18816673008598178
238,0.3508715642455528,0.14622718955949315
239,0.3172849668799527,0.10975478763216176
240,0.3532513555941775,0.17773753117633395
241,0.3198049951557489,0.14141741551715825
242,0.3499905535726203,0.12310667935379942
243,0.38573331490399143,0.19066672816654362
244,0.3475915034740223,0.14924772219914767
245,0.377590921009498,0.13104990018239437
246,0.34448760923371513,0.09510230837755419
247,0.37993858804054403,0.16211083736176524
248,0.3469695701724849,0.12630907817359577
249,0.38227731211554006,0.19304686451935693
250,0.34453535015235676,0.1520620636101363
251,0.37417258840440343,0.13408394166356613
252,0.3414673269164074,0.09856860115007944
253,0.37649372778668,0.16477460383105885
254,0.34391799259566147,0.12939991868411904
255,0.37880622172075007,0.1953447526836239
256,0.34151201738552456,0.15484618132588596
257,0.3707998850210042,0.13707998963731666
258,0.33847865165984414,0.1019816734517456
259,0.3730953729295089,0.167413310281188
260,0.3408991738218066,0.1324507714563646
261,0.37538249682544844,0.1976302623119554
262,0.3385204833997632,0.15760101627438927
263,0.36747105148356074,0.1400394324653091
264,0.33552062848234754,0.10534378715287183
265,0.36974171708706727,0.17002760928753452
266,0.3379120900684316,0.1354631389071637
267,0.36664416017553736,0.11803409724781543
268,0.40067245238071797,0.18235350058329736
269,0.3598179214329382,0.13798869467395666
270,0.3282258322639467,0.1036821717072779
271,0.36206455033555857,0.16764324688789797
272,0.3305892530235355,0.1334635506879448
273,0.36430333450932634,0.19718904099743934
274,0.33274517608705484,0.16291936415180694
275,0.3610546927352518,0.14574664589036107
276,0.329809145190417,0.11181643985936984
277,0.36327803010216597,0.17507846590662102
278,0.332145486716116,0.14127097350016868
279,0.36025059984843366,0.12422224760614699
280,0.3935390581901923,0.1871432359881026
281,0.35281443408400154,0.14291949868681317
282,0.32190426885451107,0.10935349146022619
283,0.35501518748589095,0.17193889884472655
284,0.3242144391138538,0.13849170971570457
285,0.3520210824077711,0.12162403737014449
286,0.38495727201669167,0.18387917644725488
287,0.3497971478799399,0.1456980482617631
288,0.37745807850301005,0.12891876607399613
289,0.3469258683720505,0.09576318834445088
290,0.37963333167477914,0.15758599483629104
291,0.3492065871789301,0.12454494448775433
292,0.38180145991242,0.18615493517940765
293,0.34695544614128127,0.1483149061347272
294,0.3743316940862272,0.13170831412341552
295,0.34411264310668943,0.0988928025909175
296,0.3764857794379503,0.16008367283411779
297,0.3463689928836056,0.12737921242055
298,0.3786329446329163,0.188363704773196
299,0.34414025154503525,0.1509073541889663
300,0.37124042943151314,0.1344682278886877
